time,grid_load,soc
0.0,4.86,2.5
1.0,4.86,5.0
2.0,4.86,7.5
3.0,4.86,10.0
4.0,4.86,12.5
5.0,4.86,15.0
6.0,4.86,17.5
7.0,4.86,20.0
8.0,4.86,22.499999999999996
9.0,4.86,24.999999999999996
10.0,4.86,27.499999999999996
11.0,4.86,29.999999999999993
12.0,4.86,32.49999999999999
13.0,4.86,34.99999999999999
14.0,4.86,37.49999999999999
15.0,4.86,39.99999999999999
16.0,4.86,42.499999999999986
17.0,4.86,44.99999999999999
18.0,4.86,47.499999999999986
19.0,4.86,49.999999999999986
20.0,4.86,52.49999999999998
21.0,4.86,54.999999999999986
22.0,4.86,57.499999999999986
23.0,4.86,59.99999999999998
24.0,4.86,62.49999999999998
25.0,4.86,64.99999999999999
26.0,4.86,67.49999999999999
27.0,4.86,69.99999999999997
28.0,4.86,72.49999999999997
29.0,4.86,74.99999999999997
30.0,4.86,77.49999999999997
31.0,4.86,79.99999999999997
32.0,4.86,82.49999999999997
33.0,4.2512936877974745,84.6868794690316
34.0,3.7188267530672108,86.5998561938604
35.0,3.2530503500672827,88.27323600356578
36.0,2.845611608915309,89.73702798346051
37.0,2.4892038417499704,91.01748263456645
38.0,2.17743551030306,92.13756262957831
39.0,1.9047156050488603,93.11735460748409
40.0,1.6661533804101987,93.97442939164571
41.0,1.457470647950678,94.72415709120882
42.0,1.2749250546878212,95.37998273662437
43.0,1.1152429706603249,95.95366739231382
44.0,0.9755607822075602,96.45549907040414
45.0,0.8533735381608566,96.8944772278943
46.0,0.7464900280075397,97.27847415588171
47.0,0.6529934864346116,97.61437615507647
48.0,0.5712072195580921,97.90820702933475
49.0,0.49966453640569186,98.16523611184795
50.0,0.43708244642752403,98.39007276124484
51.0,0.3823386513465865,98.58674902222559
52.0,0.33445141873883555,98.75879193309949
53.0,0.292561976411383,98.90928677693249
54.0,0.25591911185334665,99.04093241060191
55.0,0.22386570057795654,99.15608966398564
56.0,0.19582692176572533,99.25682367723961
57.0,0.17129994987725058,99.34494093540692
58.0,0.14984493737308197,99.42202166450829
59.0,0.13107712683180886,99.48944817008022
60.0,0.11465995101125462,99.54842962636172
61.0,0.10029899711467373,99.60002376067997
62.0,0.08773672702181659,99.64515582190519
63.0,0.0767478588016171,99.6846351731406
64.0,0.06713532668215769,99.71916980620756
65.0,0.05872674702717664,99.74937903821743
66.0,0.05137132694269846,99.77580461792046
67.0,0.044937160075159334,99.79892044100438
68.0,0.03930886110598136,99.81914104856921
69.0,0.03438549652147454,99.83682906118312
70.0,0.03007877455010831,99.85230168183648
71.0,0.026311461806905103,99.86583638441206
72.0,0.023015998250292165,99.87767588968485
73.0,0.02013328561313268,99.88803251808666
74.0,0.0176116275806038,99.8970919972948
75.0,0.01540580270890141,99.90501679292694
76.0,0.013476253459219292,99.91194902207262
77.0,0.011788376803773204,99.91801300190996
78.0,0.010311903682152098,99.92331747911271
79.0,0.009020356179652002,99.92795758002816
80.0,0.007890572693053394,99.93201651659867
