time,grid_load,soc
0.0,3.24,1.6666666666666667
1.0,3.24,3.3333333333333335
2.0,3.24,5.000000000000001
3.0,3.24,6.666666666666667
4.0,3.24,8.333333333333332
5.0,3.24,10.0
6.0,3.24,11.666666666666666
7.0,3.24,13.333333333333334
8.0,3.24,15.0
9.0,3.24,16.666666666666664
10.0,3.24,18.333333333333336
11.0,3.24,20.000000000000004
12.0,3.24,21.66666666666667
13.0,3.24,23.33333333333334
14.0,3.24,25.000000000000007
15.0,3.24,26.66666666666668
16.0,3.24,28.333333333333343
17.0,3.24,30.00000000000001
18.0,3.24,31.666666666666675
19.0,3.24,33.33333333333335
20.0,3.24,35.000000000000014
21.0,3.24,36.66666666666668
22.0,3.24,38.33333333333335
23.0,3.24,40.00000000000002
24.0,3.24,41.666666666666686
25.0,3.24,43.33333333333336
26.0,3.24,45.00000000000002
27.0,3.24,46.66666666666669
28.0,3.24,48.333333333333364
29.0,3.24,50.00000000000002
30.0,3.24,51.66666666666669
31.0,3.24,53.333333333333364
32.0,3.24,55.00000000000003
33.0,3.24,56.6666666666667
34.0,3.24,58.33333333333337
35.0,3.24,60.00000000000003
36.0,3.24,61.6666666666667
37.0,3.24,63.33333333333337
38.0,3.24,65.00000000000003
39.0,3.24,66.6666666666667
40.0,3.24,68.33333333333336
41.0,3.24,70.00000000000001
42.0,3.24,71.66666666666669
43.0,3.24,73.33333333333334
44.0,3.24,75.0
45.0,3.24,76.66666666666666
46.0,3.24,78.33333333333331
47.0,3.24,79.99999999999999
48.0,3.24,81.66666666666664
49.0,2.9695156260365008,83.19419528088295
50.0,2.7216120534799204,84.59420148123272
51.0,2.494404173091947,85.87733119990142
52.0,2.2861642498911063,87.05334161651206
53.0,2.0953087851042134,88.13117535370559
54.0,1.9203864749192934,89.11902847866408
55.0,1.760067174475923,90.02441282767431
56.0,1.613131783172889,90.85421312766037
57.0,1.4784629743790172,91.61473934904876
58.0,1.3550366990539782,92.3117746880683
59.0,1.2419143986708967,92.95061954335168
60.0,1.1382358682262184,93.53613182124583
61.0,1.0432127150657335,94.07276387632079
62.0,0.956122363786313,94.56459636798041
63.0,0.8763025616254355,95.01536929062723
64.0,0.8031463425563403,95.42851041334141
65.0,0.7360974117947887,95.80716134533462
66.0,0.6746459156202612,96.1542014253862
67.0,0.6183245643444653,96.47226961692141
68.0,0.5667050789454012,96.76378457522665
69.0,0.5193949343464866,97.03096303939667
70.0,0.4760343745759542,97.2758366888699
71.0,0.4362936771092,97.50026759273265
72.0,0.3998706455915718,97.70596236927153
73.0,0.366488311875764,97.8944851634463
74.0,0.33589282989963504,98.06726954096668
75.0,0.3078515453890697,98.22562938941785
76.0,0.2821512267075085,98.37076890932912
77.0,0.2585964433991704,98.50379177115997
78.0,0.2370080800960801,98.62570950783491
79.0,0.2172219744883395,98.73744920664579
80.0,0.1990876690005019,98.83986055901231
81.0,0.1824672666815345,98.93372232170856
82.0,0.16723438260832893,99.01974823868817
83.0,0.1532731828290122,99.09859246853848
84.0,0.1404775035379941,99.17085455883581
85.0,0.12875004378477484,99.23708400522715
86.0,0.1180016255777075,99.29778442990703
87.0,0.10815051575639223,99.3534174112632
88.0,0.09912180447608435,99.40440599381263
89.0,0.09084683557798352,99.45113790511817
90.0,0.08326268451382428,99.49396850414793
91.0,0.0763116798547989,99.5332234834971
92.0,0.06994096474627154,99.56920134602089
93.0,0.06410209497349421,99.60217567471096
94.0,0.058750670581934214,99.63239721307616
95.0,0.05384599825098039,99.66009577184724
96.0,0.04935078185364818,99.68548197650446
97.0,0.04523083884923666,99.70874886891662
98.0,0.04145484035232932,99.7300733752707
99.0,0.037994072901571085,99.74961765145464
100.0,0.034822220116662084,99.7675303161237
101.0,0.031915162583244,99.78394758082702
102.0,0.02925079444396249,99.7989942857879
103.0,0.026808855301027223,99.81278484921435
104.0,0.02457077615202213,99.8254241373584
105.0,0.022519538187430455,99.83700826194041
106.0,0.020639543376142096,99.84762531100222
107.0,0.018916495854849384,99.85735601874649
108.0,0.01733729321939195,99.86627437945604
109.0,0.01588992689140771,99.87444821016149
110.0,0.01456339080265826,99.8819396663357
111.0,0.01334759770264504,99.88880571453666
112.0,0.012233302453102878,99.89509856559278
113.0,0.011212031726086306,99.90086607162472
114.0,0.010276019571058724,99.90615208992259
115.0,0.009418148361023365,99.91099681644575
116.0,0.008631894668638557,99.91543709148107
117.0,0.007911279660747946,99.91950667978391
118.0,0.007250823634115973,99.92323652733232
119.0,0.006645504346648809,99.92665499664645
120.0,0.006090718827242935,99.92978808246293
